Machine Module SVA1032X
Trace Name,Trace A
3.047000e+09,-1.733500e+01
3.047250e+09,-1.865247e+01
3.047500e+09,-1.894577e+01
3.047750e+09,-1.818864e+01
3.048000e+09,-1.889175e+01
3.048250e+09,-1.946989e+01
3.048500e+09,-2.032901e+01
3.048750e+09,-2.181835e+01
3.049000e+09,-2.235970e+01
3.049250e+09,-2.181502e+01
3.049500e+09,-2.121933e+01
3.049750e+09,-2.272648e+01
3.050000e+09,-2.236868e+01
