Machine Module SVA1032X
Trace Name,Trace A
3.047000e+09,-2.684471e+01
3.047250e+09,-2.402649e+01
3.047500e+09,-2.601402e+01
3.047750e+09,-2.626203e+01
3.048000e+09,-2.518747e+01
3.048250e+09,-2.850296e+01
3.048500e+09,-2.872787e+01
3.048750e+09,-2.570396e+01
3.049000e+09,-2.610312e+01
3.049250e+09,-2.805285e+01
3.049500e+09,-2.932799e+01
3.049750e+09,-2.855503e+01
3.050000e+09,-2.823451e+01
