Machine Module SVA1032X
Trace Name,Trace A
3.128500e+09,-2.606233e+01
3.128750e+09,-2.375089e+01
3.129000e+09,-2.710680e+01
3.129250e+09,-2.448612e+01
3.129500e+09,-2.712045e+01
3.129750e+09,-2.674631e+01
3.130000e+09,-2.622526e+01
3.130250e+09,-2.381693e+01
3.130500e+09,-2.696684e+01
3.130750e+09,-3.138254e+01
3.131000e+09,-3.088003e+01
3.131250e+09,-3.216924e+01
3.131500e+09,-3.279421e+01
3.131750e+09,-3.582441e+01
3.132000e+09,-2.909957e+01
3.132250e+09,-2.864154e+01
3.132500e+09,-3.182307e+01
3.132750e+09,-2.913731e+01
3.133000e+09,-4.681904e+01
3.133250e+09,-3.478561e+01
3.133500e+09,-2.808581e+01
3.133750e+09,-2.971388e+01
3.134000e+09,-2.829696e+01
3.134250e+09,-3.182214e+01
3.134500e+09,-3.139184e+01
3.134750e+09,-2.744546e+01
3.135000e+09,-2.759336e+01
3.135250e+09,-2.572806e+01
3.135500e+09,-2.424396e+01
3.135750e+09,-2.490526e+01
3.136000e+09,-2.471482e+01
3.136250e+09,-2.424644e+01
3.136500e+09,-2.536300e+01
3.136750e+09,-2.632327e+01
3.137000e+09,-2.763265e+01
3.137250e+09,-3.316014e+01
3.137500e+09,-2.796269e+01
3.137750e+09,-3.166088e+01
3.138000e+09,-2.951332e+01
3.138250e+09,-2.826177e+01
3.138500e+09,-3.627446e+01
3.138750e+09,-2.791604e+01
3.139000e+09,-2.551063e+01
3.139250e+09,-2.415322e+01
3.139500e+09,-2.440605e+01
3.139750e+09,-2.141296e+01
3.140000e+09,-2.235390e+01
3.140250e+09,-2.102039e+01
3.140500e+09,-2.127344e+01
3.140750e+09,-2.014943e+01
3.141000e+09,-2.008501e+01
3.141250e+09,-2.222249e+01
3.141500e+09,-1.975080e+01
3.141750e+09,-2.053379e+01
3.142000e+09,-2.074510e+01
3.142250e+09,-2.123521e+01
3.142500e+09,-2.056828e+01
3.142750e+09,-2.243971e+01
3.143000e+09,-2.181351e+01
3.143250e+09,-1.960821e+01
3.143500e+09,-2.066986e+01
3.143750e+09,-1.946363e+01
3.144000e+09,-2.006690e+01
3.144250e+09,-1.861776e+01
3.144500e+09,-2.125406e+01
3.144750e+09,-2.165187e+01
3.145000e+09,-2.084036e+01
3.145250e+09,-2.063056e+01
3.145500e+09,-2.322599e+01
3.145750e+09,-2.194135e+01
3.146000e+09,-2.381804e+01
3.146250e+09,-2.397719e+01
3.146500e+09,-2.403854e+01
3.146750e+09,-2.352693e+01
3.147000e+09,-2.540409e+01
3.147250e+09,-2.371759e+01
3.147500e+09,-2.300572e+01
3.147750e+09,-2.632733e+01
3.148000e+09,-2.439994e+01
3.148250e+09,-2.468589e+01
3.148500e+09,-2.743930e+01
3.148750e+09,-2.424841e+01
3.149000e+09,-2.634463e+01
3.149250e+09,-2.503911e+01
3.149500e+09,-2.396829e+01
3.149750e+09,-2.344088e+01
3.150000e+09,-2.398129e+01
